"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Protein Groups"
"2558355097008794721"	"False"	"High"	"IsMasterProteinCandidate"	"Q9BTM1"	"Histone H2A.J OS=Homo sapiens OX=9606 GN=H2AJ PE=1 SV=1"	"0.000"	"20.301"	"23"	"2"	"4"	"1"	"129"	"14.0"	"10.90"	"16.84"	"2"	"1"
"-5557556089384344895"	"False"	"High"	"IsMasterProtein"	"Q9UN86"	"Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens OX=9606 GN=G3BP2 PE=1 SV=2"	"0.000"	"20.215"	"12"	"4"	"5"	"4"	"482"	"54.1"	"5.55"	"17.26"	"4"	"1"
"-8198738028437086806"	"False"	"High"	"IsMasterProtein"	"Q7Z2W4"	"Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3"	"0.000"	"20.180"	"8"	"5"	"6"	"5"	"902"	"101.4"	"8.40"	"18.08"	"5"	"1"
"1534536598926653536"	"False"	"High"	"IsMasterProtein"	"P05198"	"Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3"	"0.000"	"20.151"	"28"	"8"	"8"	"8"	"315"	"36.1"	"5.08"	"18.54"	"8"	"1"
"-5277181117143708744"	"False"	"High"	"IsMasterProtein"	"P60866"	"40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1"	"0.000"	"20.067"	"23"	"3"	"5"	"3"	"119"	"13.4"	"9.94"	"15.45"	"3"	"1"
"-4642176776796334220"	"False"	"High"	"IsMasterProtein"	"P35580"	"Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3"	"0.000"	"20.067"	"4"	"6"	"6"	"5"	"1976"	"228.9"	"5.54"	"14.46"	"6"	"1"
"-2651873567954206530"	"False"	"High"	"IsMasterProtein"	"Q9P2J5"	"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=LARS1 PE=1 SV=2"	"0.000"	"20.004"	"7"	"5"	"5"	"5"	"1176"	"134.4"	"7.30"	"13.23"	"5"	"1"
"6844923263172623256"	"False"	"High"	"IsMasterProtein"	"Q9BXP5"	"Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1"	"0.000"	"19.903"	"8"	"5"	"5"	"5"	"876"	"100.6"	"5.96"	"14.90"	"5"	"1"
"-3792767569238335082"	"False"	"High"	"IsMasterProtein"	"P49411"	"Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2"	"0.000"	"19.759"	"16"	"5"	"5"	"5"	"452"	"49.5"	"7.61"	"14.84"	"5"	"1"
"-915816600694735360"	"False"	"High"	"IsMasterProtein"	"O14980"	"Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1"	"0.000"	"19.754"	"4"	"3"	"4"	"3"	"1071"	"123.3"	"6.06"	"12.59"	"3"	"1"
"6653265809957974706"	"False"	"High"	"IsMasterProtein"	"Q14157"	"Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2"	"0.000"	"19.703"	"7"	"4"	"4"	"4"	"1087"	"114.5"	"7.11"	"15.71"	"4"	"1"
"7369433181564394735"	"False"	"High"	"IsMasterProtein"	"P08708"	"40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2"	"0.000"	"19.676"	"43"	"4"	"5"	"4"	"135"	"15.5"	"9.85"	"17.62"	"4"	"1"
"4014732936272449079"	"False"	"High"	"IsMasterProtein"	"Q53EL6"	"Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2"	"0.000"	"19.371"	"16"	"5"	"5"	"5"	"469"	"51.7"	"5.21"	"14.92"	"5"	"1"
"-4736314326613788604"	"False"	"High"	"IsMasterProtein"	"P62277"	"40S ribosomal protein S13 OS=Homo sapiens OX=9606 GN=RPS13 PE=1 SV=2"	"0.000"	"19.291"	"34"	"6"	"7"	"6"	"151"	"17.2"	"10.54"	"16.35"	"6"	"1"
"-4844902181037291409"	"False"	"High"	"IsMasterProtein"	"P62314"	"Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1"	"0.000"	"19.030"	"55"	"4"	"6"	"4"	"119"	"13.3"	"11.56"	"14.44"	"4"	"1"
"1595519607435168922"	"False"	"High"	"IsMasterProtein"	"P31942"	"Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2"	"0.000"	"18.990"	"12"	"3"	"5"	"3"	"346"	"36.9"	"6.87"	"17.87"	"3"	"1"
"3080105971862608535"	"False"	"High"	"IsMasterProtein"	"Q9BYJ9"	"YTH domain-containing family protein 1 OS=Homo sapiens OX=9606 GN=YTHDF1 PE=1 SV=1"	"0.000"	"18.702"	"9"	"2"	"3"	"1"	"559"	"60.8"	"8.79"	"13.20"	"2"	"1"
"5079617610391410578"	"False"	"High"	"None"	"Q3ZCM7"	"Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2"	"0.000"	"18.653"	"8"	"4"	"10"	"1"	"444"	"49.7"	"4.89"	"20.40"	"4"	"1"
"1941330484708974901"	"False"	"High"	"IsMasterProtein"	"P18621"	"60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3"	"0.000"	"18.553"	"21"	"3"	"4"	"3"	"184"	"21.4"	"10.17"	"12.21"	"3"	"1"
"6942352143814958774"	"False"	"High"	"IsMasterProtein"	"P49368"	"T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4"	"0.000"	"18.474"	"19"	"6"	"6"	"6"	"545"	"60.5"	"6.49"	"14.09"	"6"	"1"
"-4000962258629935056"	"False"	"High"	"IsMasterProtein"	"P62847"	"40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1"	"0.000"	"18.464"	"29"	"3"	"5"	"3"	"133"	"15.4"	"10.78"	"13.72"	"3"	"1"
"-1538896593466497334"	"False"	"High"	"IsMasterProtein"	"P23528"	"Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3"	"0.000"	"18.423"	"32"	"3"	"3"	"3"	"166"	"18.5"	"8.09"	"13.50"	"3"	"1"
"-8670958433918101160"	"False"	"High"	"IsMasterProtein"	"P26373"	"60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4"	"0.000"	"18.254"	"20"	"5"	"8"	"5"	"211"	"24.2"	"11.65"	"16.42"	"5"	"1"
"-1831448905794715132"	"False"	"High"	"IsMasterProtein"	"P84098"	"60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1"	"0.000"	"18.222"	"9"	"2"	"4"	"2"	"196"	"23.5"	"11.47"	"13.21"	"2"	"1"
"4154359228263867930"	"False"	"High"	"IsMasterProtein"	"P46781"	"40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3"	"0.000"	"18.157"	"34"	"9"	"10"	"9"	"194"	"22.6"	"10.65"	"22.23"	"9"	"1"
"5775237487534858758"	"False"	"High"	"IsMasterProtein"	"P62750"	"60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1"	"0.000"	"18.062"	"37"	"6"	"6"	"6"	"156"	"17.7"	"10.45"	"16.08"	"6"	"1"
"5167676998188788346"	"False"	"High"	"IsMasterProtein"	"Q96EV2"	"RNA-binding protein 33 OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=3"	"0.000"	"18.023"	"5"	"4"	"6"	"4"	"1170"	"129.9"	"6.93"	"12.94"	"4"	"1"
"-6258947584785222358"	"False"	"High"	"IsMasterProtein"	"P62906"	"60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2"	"0.000"	"17.929"	"27"	"5"	"5"	"5"	"217"	"24.8"	"9.94"	"13.37"	"5"	"1"
"-9074001374709092034"	"False"	"High"	"IsMasterProtein"	"P11586"	"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3"	"0.000"	"17.686"	"6"	"5"	"5"	"5"	"935"	"101.5"	"7.30"	"13.96"	"5"	"1"
"8006254010702621328"	"False"	"High"	"IsMasterProtein"	"P08779"	"Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4"	"0.000"	"17.581"	"12"	"6"	"24"	"1"	"473"	"51.2"	"5.05"	"53.94"	"6"	"1"
"-9195295084740601325"	"False"	"High"	"IsMasterProtein"	"Q00577"	"Transcriptional activator protein Pur-alpha OS=Homo sapiens OX=9606 GN=PURA PE=1 SV=2"	"0.000"	"17.421"	"18"	"3"	"3"	"3"	"322"	"34.9"	"6.44"	"11.94"	"3"	"1"
"3951923410761951319"	"False"	"High"	"IsMasterProtein"	"Q9UQ80"	"Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3"	"0.000"	"17.339"	"22"	"7"	"7"	"7"	"394"	"43.8"	"6.55"	"15.10"	"7"	"1"
"8898508644132712333"	"False"	"High"	"IsMasterProtein"	"Q01130"	"Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4"	"0.000"	"17.290"	"8"	"1"	"4"	"1"	"221"	"25.5"	"11.85"	"15.69"	"1"	"1"
"-9142633453092605073"	"False"	"High"	"IsMasterProtein"	"P63104"	"14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1"	"0.000"	"17.082"	"29"	"5"	"5"	"4"	"245"	"27.7"	"4.79"	"11.97"	"5"	"1"
"8871370198028658557"	"False"	"High"	"IsMasterProtein"	"P62995"	"Transformer-2 protein homolog beta OS=Homo sapiens OX=9606 GN=TRA2B PE=1 SV=1"	"0.000"	"17.077"	"14"	"4"	"4"	"4"	"288"	"33.6"	"11.25"	"13.46"	"4"	"1"
"-1760362922626917016"	"False"	"High"	"IsMasterProtein"	"Q14011"	"Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1"	"0.000"	"16.991"	"40"	"4"	"4"	"4"	"172"	"18.6"	"9.51"	"13.93"	"4"	"1"
"-108024960006830899"	"False"	"High"	"IsMasterProtein"	"Q99873"	"Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3"	"0.000"	"16.976"	"18"	"5"	"5"	"5"	"371"	"42.4"	"5.35"	"14.74"	"5"	"1"
"5094708502747754814"	"False"	"High"	"IsMasterProtein"	"P61313"	"60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2"	"0.000"	"16.905"	"29"	"5"	"6"	"5"	"204"	"24.1"	"11.62"	"11.86"	"5"	"1"
"-4877503792566385355"	"False"	"High"	"IsMasterProtein"	"O75822"	"Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2"	"0.000"	"16.753"	"16"	"5"	"5"	"5"	"258"	"29.0"	"4.83"	"13.04"	"5"	"1"
"-4572766235015133310"	"False"	"High"	"IsMasterProtein"	"P42771"	"Cyclin-dependent kinase inhibitor 2A OS=Homo sapiens OX=9606 GN=CDKN2A PE=1 SV=2"	"0.000"	"16.748"	"26"	"3"	"3"	"3"	"156"	"16.5"	"5.81"	"9.66"	"3"	"1"
"-652499996560304904"	"False"	"High"	"IsMasterProtein"	"P32969"	"60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1"	"0.000"	"16.705"	"23"	"4"	"4"	"4"	"192"	"21.9"	"9.95"	"13.01"	"4"	"1"
"5619484675981056092"	"False"	"High"	"IsMasterProtein"	"P10809"	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2"	"0.000"	"16.696"	"14"	"5"	"7"	"5"	"573"	"61.0"	"5.87"	"14.57"	"5"	"1"
"1535897714363242613"	"False"	"High"	"IsMasterProtein"	"Q15019"	"Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1"	"0.000"	"16.680"	"18"	"4"	"4"	"4"	"361"	"41.5"	"6.60"	"10.77"	"4"	"1"
"-8155016399758939464"	"False"	"High"	"IsMasterProtein"	"Q9UNS1"	"Protein timeless homolog OS=Homo sapiens OX=9606 GN=TIMELESS PE=1 SV=2"	"0.000"	"16.673"	"6"	"5"	"5"	"5"	"1208"	"138.6"	"5.40"	"13.53"	"5"	"1"
"2670140620025601299"	"False"	"High"	"None"	"Q6S8J3"	"POTE ankyrin domain family member E OS=Homo sapiens OX=9606 GN=POTEE PE=2 SV=3"	"0.000"	"16.596"	"4"	"3"	"6"	"1"	"1075"	"121.3"	"6.20"	"15.28"	"3"	"1"
"-7919502417942593637"	"False"	"High"	"None"	"A5A3E0"	"POTE ankyrin domain family member F OS=Homo sapiens OX=9606 GN=POTEF PE=1 SV=2"	"0.000"	"16.596"	"4"	"3"	"6"	"1"	"1075"	"121.4"	"6.20"	"15.28"	"3"	"1"
"5362975432766664229"	"False"	"High"	"IsMasterProteinRejected"	"P13646"	"Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4"	"0.000"	"16.572"	"9"	"5"	"9"	"0"	"458"	"49.6"	"4.96"	"17.97"	"5"	"0"
"-8804712893716096184"	"False"	"High"	"IsMasterProtein"	"Q96S66"	"Chloride channel CLIC-like protein 1 OS=Homo sapiens OX=9606 GN=CLCC1 PE=1 SV=1"	"0.000"	"16.562"	"16"	"6"	"6"	"6"	"551"	"62.0"	"5.55"	"13.23"	"6"	"1"
"-6782447041087316008"	"False"	"High"	"IsMasterProtein"	"Q9UNF0"	"Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2"	"0.000"	"16.553"	"12"	"5"	"5"	"5"	"486"	"55.7"	"5.20"	"13.55"	"5"	"1"
"4198310778640922638"	"False"	"High"	"IsMasterProtein"	"Q9Y3F4"	"Serine-threonine kinase receptor-associated protein OS=Homo sapiens OX=9606 GN=STRAP PE=1 SV=1"	"0.000"	"16.477"	"19"	"5"	"5"	"5"	"350"	"38.4"	"5.12"	"11.63"	"5"	"1"
"-9169618704545618170"	"False"	"High"	"IsMasterProtein"	"P04075"	"Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2"	"0.000"	"16.429"	"20"	"4"	"5"	"4"	"364"	"39.4"	"8.09"	"13.72"	"4"	"1"
"-1034815253104013464"	"False"	"High"	"IsMasterProtein"	"P50990"	"T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4"	"0.000"	"16.367"	"9"	"4"	"4"	"4"	"548"	"59.6"	"5.60"	"12.84"	"4"	"1"
"6514754949609892250"	"False"	"High"	"IsMasterProtein"	"Q9UQE7"	"Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2"	"0.000"	"16.315"	"4"	"4"	"4"	"4"	"1217"	"141.5"	"7.18"	"11.96"	"4"	"1"
"-6741230016500907369"	"False"	"High"	"None"	"A6NMY6"	"Putative annexin A2-like protein OS=Homo sapiens OX=9606 GN=ANXA2P2 PE=5 SV=2"	"0.000"	"16.237"	"19"	"4"	"4"	"4"	"339"	"38.6"	"6.95"	"12.66"	"4"	"1"
"-7224600777690592247"	"False"	"High"	"IsMasterProtein"	"P50991"	"T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4"	"0.000"	"16.113"	"13"	"4"	"4"	"4"	"539"	"57.9"	"7.83"	"12.50"	"4"	"1"
"4769002131436570839"	"False"	"High"	"IsMasterProtein"	"Q00610"	"Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5"	"0.000"	"16.052"	"4"	"5"	"5"	"5"	"1675"	"191.5"	"5.69"	"15.03"	"5"	"1"
"-5669236386910036788"	"False"	"High"	"IsMasterProtein"	"P46783"	"40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1"	"0.000"	"15.847"	"33"	"5"	"7"	"5"	"165"	"18.9"	"10.15"	"22.30"	"5"	"1"
"3178523695898665962"	"False"	"High"	"IsMasterProtein"	"Q9NYF8"	"Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2"	"0.000"	"15.716"	"6"	"4"	"5"	"3"	"920"	"106.1"	"9.98"	"10.10"	"4"	"1"
"2564632356119292656"	"False"	"High"	"IsMasterProtein"	"P04843"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1"	"0.000"	"15.714"	"11"	"5"	"5"	"5"	"607"	"68.5"	"6.38"	"15.08"	"5"	"1"
"-1119286615561917853"	"False"	"High"	"IsMasterProtein"	"P00558"	"Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3"	"0.000"	"15.692"	"13"	"3"	"3"	"3"	"417"	"44.6"	"8.10"	"12.01"	"3"	"1"
"-1419370867446709471"	"False"	"High"	"IsMasterProtein"	"P42677"	"40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3"	"0.000"	"15.456"	"30"	"3"	"5"	"3"	"84"	"9.5"	"9.45"	"10.59"	"3"	"1"
"5422158606125759469"	"False"	"High"	"IsMasterProtein"	"Q86U42"	"Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3"	"0.000"	"15.449"	"26"	"4"	"4"	"4"	"306"	"32.7"	"5.06"	"10.91"	"4"	"1"
"3602347345364685954"	"False"	"High"	"IsMasterProtein"	"P09429"	"High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3"	"0.000"	"15.333"	"22"	"4"	"5"	"4"	"215"	"24.9"	"5.74"	"12.37"	"4"	"1"
"9215017324203505863"	"False"	"High"	"IsMasterProtein"	"Q6Y7W6"	"GRB10-interacting GYF protein 2 OS=Homo sapiens OX=9606 GN=GIGYF2 PE=1 SV=1"	"0.000"	"15.084"	"4"	"3"	"3"	"3"	"1299"	"150.0"	"5.54"	"9.93"	"3"	"1"
"-4559140579210949167"	"False"	"High"	"IsMasterProtein"	"P62917"	"60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2"	"0.000"	"15.061"	"11"	"3"	"4"	"3"	"257"	"28.0"	"11.03"	"15.80"	"3"	"1"
"1003684808596639680"	"False"	"High"	"IsMasterProtein"	"A0M8Q6"	"Immunoglobulin lambda constant 7 OS=Homo sapiens OX=9606 GN=IGLC7 PE=1 SV=3"	"0.000"	"15.045"	"32"	"2"	"9"	"2"	"106"	"11.2"	"8.29"	"18.03"	"2"	"1"
"2096219961224965749"	"False"	"High"	"IsMasterProteinCandidate"	"P0CF74"	"Immunoglobulin lambda constant 6 OS=Homo sapiens OX=9606 GN=IGLC6 PE=1 SV=1"	"0.000"	"15.045"	"32"	"2"	"9"	"2"	"106"	"11.3"	"7.24"	"18.03"	"2"	"1"
"1981774019348378929"	"False"	"High"	"IsMasterProteinCandidate"	"P0DOY2"	"Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1"	"0.000"	"15.045"	"32"	"2"	"9"	"2"	"106"	"11.3"	"7.24"	"18.03"	"2"	"1"
"2615951687275424523"	"False"	"High"	"IsMasterProteinCandidate"	"P0DOY3"	"Immunoglobulin lambda constant 3 OS=Homo sapiens OX=9606 GN=IGLC3 PE=1 SV=1"	"0.000"	"15.045"	"32"	"2"	"9"	"2"	"106"	"11.3"	"7.24"	"18.03"	"2"	"1"
"-4476528208765438767"	"False"	"High"	"IsMasterProtein"	"Q9Y5S9"	"RNA-binding protein 8A OS=Homo sapiens OX=9606 GN=RBM8A PE=1 SV=1"	"0.000"	"14.982"	"26"	"4"	"6"	"4"	"174"	"19.9"	"5.72"	"18.82"	"4"	"1"
"-5279818007546203506"	"False"	"High"	"IsMasterProtein"	"Q4VCS5"	"Angiomotin OS=Homo sapiens OX=9606 GN=AMOT PE=1 SV=1"	"0.000"	"14.896"	"7"	"5"	"5"	"5"	"1084"	"118.0"	"7.64"	"10.44"	"5"	"1"
"-5100342078982033337"	"False"	"High"	"IsMasterProtein"	"Q8N684"	"Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1"	"0.000"	"14.875"	"15"	"5"	"5"	"5"	"471"	"52.0"	"8.00"	"10.93"	"5"	"1"
"-9189590484777075943"	"False"	"High"	"IsMasterProtein"	"Q13185"	"Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4"	"0.000"	"14.849"	"23"	"3"	"4"	"3"	"183"	"20.8"	"5.33"	"11.62"	"3"	"1"
"-2320605404870657198"	"False"	"High"	"IsMasterProtein"	"Q8NC51"	"Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2"	"0.000"	"14.840"	"15"	"4"	"7"	"4"	"408"	"44.9"	"8.65"	"14.81"	"4"	"1"
"-3690320084066520669"	"False"	"High"	"IsMasterProteinRejected"	"P04259"	"Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5"	"0.000"	"14.795"	"12"	"6"	"6"	"0"	"564"	"60.0"	"8.00"	"14.25"	"6"	"0"
"-4589197840860580936"	"False"	"High"	"None"	"Q9H361"	"Polyadenylate-binding protein 3 OS=Homo sapiens OX=9606 GN=PABPC3 PE=1 SV=2"	"0.000"	"14.555"	"9"	"5"	"5"	"5"	"631"	"70.0"	"9.67"	"10.89"	"5"	"1"
"-8024352083789976777"	"False"	"High"	"IsMasterProtein"	"Q9UKV3"	"Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=2"	"0.000"	"14.328"	"5"	"6"	"6"	"6"	"1341"	"151.8"	"6.43"	"14.72"	"6"	"1"
"-207036045185728456"	"False"	"High"	"None"	"A0A1B0GTU1"	"Zinc finger CCCH domain-containing protein 11B OS=Homo sapiens OX=9606 GN=ZC3H11B PE=4 SV=1"	"0.000"	"14.243"	"5"	"4"	"5"	"4"	"805"	"88.9"	"6.81"	"11.57"	"4"	"1"
"3284671458686948130"	"False"	"High"	"IsMasterProtein"	"Q14498"	"RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2"	"0.000"	"14.196"	"11"	"4"	"4"	"4"	"530"	"59.3"	"10.10"	"11.64"	"4"	"1"
"-2828480230260300472"	"False"	"High"	"None"	"Q9BYX7"	"Putative beta-actin-like protein 3 OS=Homo sapiens OX=9606 GN=POTEKP PE=5 SV=1"	"0.000"	"14.196"	"8"	"2"	"4"	"1"	"375"	"42.0"	"6.33"	"10.88"	"2"	"1"
"-6769080269671987288"	"False"	"High"	"IsMasterProtein"	"Q9NVP1"	"ATP-dependent RNA helicase DDX18 OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=2"	"0.000"	"14.166"	"5"	"3"	"3"	"3"	"670"	"75.4"	"9.50"	"9.05"	"3"	"1"
"7263541365096533312"	"False"	"High"	"IsMasterProtein"	"Q13435"	"Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2"	"0.000"	"14.147"	"7"	"5"	"5"	"5"	"895"	"100.2"	"5.67"	"11.09"	"5"	"1"
"1348431233397446306"	"False"	"High"	"IsMasterProtein"	"P62495"	"Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=3"	"0.000"	"14.109"	"15"	"4"	"4"	"4"	"437"	"49.0"	"5.71"	"7.56"	"4"	"1"
"-7382790352375516909"	"False"	"High"	"IsMasterProtein"	"Q15393"	"Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4"	"0.000"	"13.959"	"7"	"6"	"6"	"6"	"1217"	"135.5"	"5.26"	"13.87"	"6"	"1"
"1156142612126302656"	"False"	"High"	"IsMasterProtein"	"P07814"	"Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5"	"0.000"	"13.926"	"5"	"5"	"5"	"5"	"1512"	"170.5"	"7.33"	"7.48"	"5"	"1"
"965270540937199853"	"False"	"High"	"None"	"Q14151"	"Scaffold attachment factor B2 OS=Homo sapiens OX=9606 GN=SAFB2 PE=1 SV=1"	"0.000"	"13.849"	"6"	"2"	"2"	"2"	"953"	"107.4"	"6.16"	"10.82"	"2"	"1"
"-8198800325193539681"	"False"	"High"	"IsMasterProtein"	"P30050"	"60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1"	"0.000"	"13.759"	"24"	"3"	"4"	"3"	"165"	"17.8"	"9.42"	"13.43"	"3"	"1"
"-6735907081845110604"	"False"	"High"	"IsMasterProtein"	"Q9Y2L1"	"Exosome complex exonuclease RRP44 OS=Homo sapiens OX=9606 GN=DIS3 PE=1 SV=2"	"0.000"	"13.701"	"8"	"6"	"6"	"6"	"958"	"108.9"	"7.14"	"11.30"	"6"	"1"
"1477701677307109055"	"False"	"High"	"IsMasterProtein"	"P27694"	"Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2"	"0.000"	"13.699"	"6"	"2"	"2"	"2"	"616"	"68.1"	"7.21"	"8.07"	"2"	"1"
"1245532746290238029"	"False"	"High"	"IsMasterProtein"	"P61353"	"60S ribosomal protein L27 OS=Homo sapiens OX=9606 GN=RPL27 PE=1 SV=2"	"0.000"	"13.577"	"43"	"6"	"7"	"6"	"136"	"15.8"	"10.56"	"7.75"	"6"	"1"
"353320057128082956"	"False"	"High"	"IsMasterProtein"	"Q13242"	"Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1"	"0.000"	"13.557"	"24"	"6"	"8"	"5"	"221"	"25.5"	"8.65"	"18.16"	"6"	"1"
"-7057642348640183550"	"False"	"High"	"IsMasterProtein"	"P02768"	"Serum albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2"	"0.000"	"13.344"	"4"	"3"	"4"	"3"	"609"	"69.3"	"6.28"	"8.88"	"3"	"1"
"57787487465406304"	"False"	"High"	"IsMasterProtein"	"Q08945"	"FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1"	"0.000"	"13.241"	"8"	"4"	"4"	"4"	"709"	"81.0"	"6.87"	"10.91"	"4"	"1"
"-2817610694198924296"	"False"	"High"	"IsMasterProtein"	"P62841"	"40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2"	"0.000"	"13.225"	"21"	"2"	"9"	"2"	"145"	"17.0"	"10.39"	"14.57"	"2"	"1"
