"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Protein Groups"
"407060077554528043"	"False"	"High"	"IsMasterProtein"	"Q5T3I0"	"G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=2"	"0.000"	"18.598"	"18"	"4"	"5"	"4"	"446"	"50.4"	"9.63"	"14.54"	"4"	"1"
"627927697280554035"	"False"	"High"	"IsMasterProtein"	"O60841"	"Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4"	"0.000"	"18.590"	"9"	"5"	"5"	"5"	"1220"	"138.7"	"5.49"	"12.92"	"5"	"1"
"4840156573364048016"	"False"	"High"	"None"	"Q58FF7"	"Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens OX=9606 GN=HSP90AB3P PE=5 SV=1"	"0.000"	"18.491"	"9"	"4"	"6"	"2"	"597"	"68.3"	"4.79"	"15.19"	"4"	"1"
"-1468233501590493710"	"False"	"High"	"IsMasterProtein"	"O60832"	"H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3"	"0.000"	"18.468"	"15"	"4"	"4"	"4"	"514"	"57.6"	"9.42"	"10.77"	"4"	"1"
"551881844425109656"	"False"	"High"	"IsMasterProtein"	"Q13573"	"SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1"	"0.000"	"18.408"	"14"	"5"	"5"	"5"	"536"	"61.5"	"9.52"	"12.34"	"5"	"1"
"7589685267009723312"	"False"	"High"	"IsMasterProtein"	"Q9H0D6"	"5'-3' exoribonuclease 2 OS=Homo sapiens OX=9606 GN=XRN2 PE=1 SV=1"	"0.000"	"18.325"	"6"	"3"	"3"	"3"	"950"	"108.5"	"7.47"	"11.60"	"3"	"1"
"-2689761144797840992"	"False"	"High"	"IsMasterProtein"	"Q5T8A7"	"Protein phosphatase 1 regulatory subunit 26 OS=Homo sapiens OX=9606 GN=PPP1R26 PE=1 SV=1"	"0.000"	"18.294"	"6"	"4"	"4"	"4"	"1209"	"127.3"	"8.59"	"11.65"	"4"	"1"
"2402053168044673171"	"False"	"High"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3"	"0.000"	"18.173"	"9"	"3"	"3"	"3"	"529"	"56.5"	"5.40"	"9.72"	"3"	"1"
"4429006779143257910"	"False"	"High"	"IsMasterProtein"	"Q14320"	"Protein FAM50A OS=Homo sapiens OX=9606 GN=FAM50A PE=1 SV=2"	"0.000"	"18.094"	"13"	"3"	"4"	"3"	"339"	"40.2"	"6.83"	"8.63"	"3"	"1"
"8288854614025876019"	"False"	"High"	"IsMasterProtein"	"P62258"	"14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1"	"0.000"	"18.081"	"16"	"3"	"5"	"3"	"255"	"29.2"	"4.74"	"10.27"	"3"	"1"
"6874393912497813413"	"False"	"High"	"IsMasterProtein"	"Q8WYH8"	"Inhibitor of growth protein 5 OS=Homo sapiens OX=9606 GN=ING5 PE=1 SV=1"	"0.000"	"18.072"	"11"	"3"	"4"	"3"	"240"	"27.7"	"7.61"	"14.39"	"3"	"1"
"2054900548915522700"	"False"	"High"	"None"	"B7ZW38"	"Heterogeneous nuclear ribonucleoprotein C-like 3 OS=Homo sapiens OX=9606 GN=HNRNPCL3 PE=2 SV=1"	"0.000"	"18.070"	"15"	"6"	"7"	"6"	"293"	"32.0"	"5.68"	"13.82"	"6"	"1"
"8452332456106909131"	"False"	"High"	"None"	"B2RXH8"	"Heterogeneous nuclear ribonucleoprotein C-like 2 OS=Homo sapiens OX=9606 GN=HNRNPCL2 PE=1 SV=1"	"0.000"	"18.070"	"15"	"6"	"7"	"6"	"293"	"32.1"	"5.44"	"13.82"	"6"	"1"
"-1081521497246256701"	"False"	"High"	"None"	"O60812"	"Heterogeneous nuclear ribonucleoprotein C-like 1 OS=Homo sapiens OX=9606 GN=HNRNPCL1 PE=1 SV=1"	"0.000"	"18.070"	"15"	"6"	"7"	"6"	"293"	"32.1"	"5.06"	"13.82"	"6"	"1"
"-5277181117143708744"	"False"	"High"	"IsMasterProtein"	"P60866"	"40S ribosomal protein S20 OS=Homo sapiens OX=9606 GN=RPS20 PE=1 SV=1"	"0.000"	"17.946"	"23"	"3"	"5"	"3"	"119"	"13.4"	"9.94"	"15.28"	"3"	"1"
"-8882498354911653551"	"False"	"High"	"IsMasterProtein"	"Q00341"	"Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2"	"0.000"	"17.938"	"6"	"5"	"5"	"5"	"1268"	"141.4"	"6.87"	"14.76"	"5"	"1"
"-2531564844693564972"	"False"	"High"	"IsMasterProtein"	"O75475"	"PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1"	"0.000"	"17.936"	"10"	"5"	"6"	"5"	"530"	"60.1"	"9.13"	"13.38"	"5"	"1"
"-792306396308701389"	"False"	"High"	"IsMasterProtein"	"Q9Y2W1"	"Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2"	"0.000"	"17.819"	"11"	"7"	"7"	"7"	"955"	"108.6"	"10.15"	"13.19"	"7"	"1"
"-4629403927496459035"	"False"	"High"	"None"	"P62987"	"Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2"	"0.000"	"17.710"	"37"	"4"	"8"	"4"	"128"	"14.7"	"9.83"	"16.12"	"4"	"1"
"-31714211345085284"	"False"	"High"	"None"	"P0CG47"	"Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1"	"0.000"	"17.710"	"62"	"4"	"8"	"4"	"229"	"25.7"	"7.43"	"16.12"	"4"	"1"
"3831781019507208326"	"False"	"High"	"None"	"P0CG48"	"Polyubiquitin-C OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=3"	"0.000"	"17.710"	"62"	"4"	"8"	"4"	"685"	"77.0"	"7.66"	"16.12"	"4"	"1"
"-1034815253104013464"	"False"	"High"	"IsMasterProtein"	"P50990"	"T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4"	"0.000"	"17.674"	"11"	"5"	"5"	"5"	"548"	"59.6"	"5.60"	"13.18"	"5"	"1"
"-1613260033109497661"	"False"	"High"	"IsMasterProtein"	"Q17RY0"	"Cytoplasmic polyadenylation element-binding protein 4 OS=Homo sapiens OX=9606 GN=CPEB4 PE=1 SV=1"	"0.000"	"17.634"	"12"	"5"	"5"	"5"	"729"	"80.1"	"7.18"	"15.35"	"5"	"1"
"-1862365170183324257"	"False"	"High"	"IsMasterProtein"	"P56182"	"Ribosomal RNA processing protein 1 homolog A OS=Homo sapiens OX=9606 GN=RRP1 PE=1 SV=1"	"0.000"	"17.503"	"14"	"4"	"4"	"4"	"461"	"52.8"	"9.33"	"10.83"	"4"	"1"
"-7075543726260806448"	"False"	"High"	"IsMasterProtein"	"Q9NX31"	"Oxidative stress-responsive serine-rich protein 1 OS=Homo sapiens OX=9606 GN=OSER1 PE=1 SV=2"	"0.000"	"17.472"	"21"	"4"	"4"	"4"	"292"	"31.8"	"8.48"	"13.73"	"4"	"1"
"6184092773991491015"	"False"	"High"	"IsMasterProtein"	"P39748"	"Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1"	"0.000"	"17.470"	"10"	"4"	"5"	"4"	"380"	"42.6"	"8.62"	"12.42"	"4"	"1"
"4893836570063627970"	"False"	"High"	"IsMasterProtein"	"O75494"	"Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1"	"0.000"	"17.470"	"17"	"5"	"6"	"5"	"262"	"31.3"	"11.27"	"18.86"	"5"	"1"
"-2725190465399901470"	"False"	"High"	"IsMasterProtein"	"P62829"	"60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1"	"0.000"	"17.183"	"13"	"2"	"5"	"2"	"140"	"14.9"	"10.51"	"17.24"	"2"	"1"
"-1882334441137329574"	"False"	"High"	"IsMasterProtein"	"Q9BUJ2"	"Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2"	"0.000"	"17.164"	"5"	"3"	"4"	"3"	"856"	"95.7"	"6.92"	"14.27"	"3"	"1"
"1992212741193317441"	"False"	"High"	"IsMasterProtein"	"Q13247"	"Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2"	"0.000"	"17.017"	"13"	"5"	"8"	"3"	"344"	"39.6"	"11.43"	"14.29"	"5"	"1"
"-7309351128836490355"	"False"	"High"	"IsMasterProtein"	"P26583"	"High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2"	"0.000"	"16.995"	"15"	"5"	"6"	"5"	"209"	"24.0"	"7.81"	"16.74"	"5"	"1"
"2329486021897558917"	"False"	"High"	"IsMasterProtein"	"P78347"	"General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2"	"0.000"	"16.989"	"9"	"6"	"6"	"6"	"998"	"112.3"	"6.39"	"11.73"	"6"	"1"
"-7478524853152137733"	"False"	"High"	"IsMasterProtein"	"P43487"	"Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1"	"0.000"	"16.902"	"22"	"2"	"3"	"2"	"201"	"23.3"	"5.29"	"10.85"	"2"	"1"
"-4773459124454051332"	"False"	"High"	"IsMasterProtein"	"P49915"	"GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1"	"0.000"	"16.790"	"10"	"4"	"4"	"4"	"693"	"76.7"	"6.87"	"13.15"	"4"	"1"
"-7480340352347879805"	"False"	"High"	"IsMasterProtein"	"Q99459"	"Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2"	"0.000"	"16.786"	"7"	"4"	"4"	"4"	"802"	"92.2"	"8.18"	"12.65"	"4"	"1"
"3002712347046388220"	"False"	"High"	"IsMasterProtein"	"P78371"	"T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4"	"0.000"	"16.647"	"11"	"4"	"4"	"4"	"535"	"57.5"	"6.46"	"11.32"	"4"	"1"
"6978617919950458725"	"False"	"High"	"IsMasterProtein"	"O43592"	"Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2"	"0.000"	"16.627"	"6"	"4"	"4"	"4"	"962"	"109.9"	"5.39"	"11.86"	"4"	"1"
"-6207637455125325641"	"False"	"High"	"IsMasterProteinCandidate"	"Q93077"	"Histone H2A type 1-C OS=Homo sapiens OX=9606 GN=H2AC6 PE=1 SV=3"	"0.000"	"16.608"	"35"	"4"	"5"	"1"	"130"	"14.1"	"11.05"	"14.52"	"4"	"1"
"-9041642715196390420"	"False"	"High"	"IsMasterProtein"	"Q7L7L0"	"Histone H2A type 3 OS=Homo sapiens OX=9606 GN=H2AW PE=1 SV=3"	"0.000"	"16.608"	"35"	"4"	"5"	"1"	"130"	"14.1"	"11.05"	"14.52"	"4"	"1"
"-7558588042733831107"	"False"	"High"	"IsMasterProteinCandidate"	"P04908"	"Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=H2AC4 PE=1 SV=2"	"0.000"	"16.608"	"35"	"4"	"5"	"1"	"130"	"14.1"	"11.05"	"14.52"	"4"	"1"
"6653265809957974706"	"False"	"High"	"IsMasterProtein"	"Q14157"	"Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2"	"0.000"	"16.601"	"6"	"3"	"3"	"3"	"1087"	"114.5"	"7.11"	"11.85"	"3"	"1"
"-1831448905794715132"	"False"	"High"	"IsMasterProtein"	"P84098"	"60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1"	"0.000"	"16.542"	"9"	"2"	"5"	"2"	"196"	"23.5"	"11.47"	"19.01"	"2"	"1"
"5286637805257654056"	"False"	"High"	"IsMasterProtein"	"Q9BQG0"	"Myb-binding protein 1A OS=Homo sapiens OX=9606 GN=MYBBP1A PE=1 SV=2"	"0.000"	"16.533"	"7"	"6"	"7"	"6"	"1328"	"148.8"	"9.28"	"14.38"	"6"	"1"
"-6441918618070782743"	"False"	"High"	"IsMasterProtein"	"P51610"	"Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2"	"0.000"	"16.457"	"5"	"7"	"7"	"7"	"2035"	"208.6"	"7.46"	"12.88"	"7"	"1"
"-2260293505055803748"	"False"	"High"	"IsMasterProtein"	"Q5JSZ5"	"Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2"	"0.000"	"16.429"	"3"	"3"	"4"	"3"	"2229"	"242.8"	"8.34"	"12.75"	"3"	"1"
"7745969777707958966"	"False"	"High"	"None"	"B2RPK0"	"Putative high mobility group protein B1-like 1 OS=Homo sapiens OX=9606 GN=HMGB1P1 PE=5 SV=1"	"0.000"	"16.411"	"8"	"2"	"3"	"2"	"211"	"24.2"	"6.21"	"10.09"	"2"	"1"
"3930283768056647308"	"False"	"High"	"IsMasterProtein"	"P31948"	"Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1"	"0.000"	"16.341"	"11"	"5"	"5"	"5"	"543"	"62.6"	"6.80"	"13.09"	"5"	"1"
"-7747450166338589829"	"False"	"High"	"None"	"Q8IUE6"	"Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3"	"0.000"	"16.307"	"30"	"3"	"3"	"2"	"130"	"14.0"	"10.89"	"9.87"	"3"	"1"
"-8198800325193539681"	"False"	"High"	"IsMasterProtein"	"P30050"	"60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1"	"0.000"	"16.297"	"24"	"3"	"4"	"3"	"165"	"17.8"	"9.42"	"13.27"	"3"	"1"
"3705334322242747100"	"False"	"High"	"IsMasterProtein"	"Q12788"	"Transducin beta-like protein 3 OS=Homo sapiens OX=9606 GN=TBL3 PE=1 SV=2"	"0.000"	"16.295"	"7"	"3"	"3"	"3"	"808"	"89.0"	"6.90"	"12.96"	"3"	"1"
"-8670958433918101160"	"False"	"High"	"IsMasterProtein"	"P26373"	"60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4"	"0.000"	"16.283"	"20"	"5"	"6"	"5"	"211"	"24.2"	"11.65"	"14.53"	"5"	"1"
"-6896953880380314494"	"False"	"High"	"IsMasterProtein"	"P55072"	"Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4"	"0.000"	"16.267"	"7"	"4"	"5"	"4"	"806"	"89.3"	"5.26"	"13.65"	"4"	"1"
"-3741204735065001472"	"False"	"High"	"IsMasterProtein"	"Q8WXF1"	"Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1"	"0.000"	"16.255"	"6"	"3"	"3"	"3"	"523"	"58.7"	"6.67"	"12.26"	"3"	"1"
"-2398790545086006217"	"False"	"High"	"IsMasterProtein"	"P45880"	"Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2"	"0.000"	"16.215"	"22"	"4"	"4"	"4"	"294"	"31.5"	"7.56"	"10.49"	"4"	"1"
"5315083588279200367"	"False"	"High"	"IsMasterProtein"	"Q96FZ2"	"Abasic site processing protein HMCES OS=Homo sapiens OX=9606 GN=HMCES PE=1 SV=1"	"0.000"	"16.164"	"15"	"4"	"4"	"4"	"354"	"40.5"	"8.15"	"12.26"	"4"	"1"
"-7043086942307680796"	"False"	"High"	"IsMasterProtein"	"P63220"	"40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1"	"0.000"	"16.147"	"22"	"1"	"2"	"1"	"83"	"9.1"	"8.50"	"8.80"	"1"	"1"
"-9041966779251361374"	"False"	"High"	"IsMasterProtein"	"Q2Q1W2"	"E3 ubiquitin-protein ligase TRIM71 OS=Homo sapiens OX=9606 GN=TRIM71 PE=1 SV=1"	"0.000"	"16.144"	"6"	"3"	"3"	"3"	"868"	"93.3"	"7.61"	"12.21"	"3"	"1"
"2160825122742080574"	"False"	"High"	"IsMasterProtein"	"Q13162"	"Peroxiredoxin-4 OS=Homo sapiens OX=9606 GN=PRDX4 PE=1 SV=1"	"0.000"	"16.135"	"16"	"4"	"4"	"2"	"271"	"30.5"	"6.29"	"11.83"	"4"	"1"
"-6970631393786121187"	"False"	"High"	"IsMasterProtein"	"Q8WU79"	"Stromal membrane-associated protein 2 OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1"	"0.000"	"16.129"	"17"	"4"	"5"	"4"	"429"	"46.8"	"8.87"	"17.30"	"4"	"1"
"-7824521577804774203"	"False"	"High"	"IsMasterProtein"	"Q53GS9"	"U4/U6.U5 tri-snRNP-associated protein 2 OS=Homo sapiens OX=9606 GN=USP39 PE=1 SV=2"	"0.000"	"16.123"	"10"	"4"	"5"	"4"	"565"	"65.3"	"8.91"	"11.06"	"4"	"1"
"8978349436204480078"	"False"	"High"	"IsMasterProtein"	"Q13148"	"TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1"	"0.000"	"16.117"	"10"	"3"	"4"	"3"	"414"	"44.7"	"6.19"	"10.79"	"3"	"1"
"-220187434067665020"	"False"	"High"	"IsMasterProtein"	"Q6PJT7"	"Zinc finger CCCH domain-containing protein 14 OS=Homo sapiens OX=9606 GN=ZC3H14 PE=1 SV=1"	"0.000"	"16.008"	"13"	"5"	"5"	"5"	"736"	"82.8"	"7.31"	"7.89"	"5"	"1"
"1003684808596639680"	"False"	"High"	"None"	"A0M8Q6"	"Immunoglobulin lambda constant 7 OS=Homo sapiens OX=9606 GN=IGLC7 PE=1 SV=3"	"0.000"	"15.965"	"32"	"2"	"5"	"2"	"106"	"11.2"	"8.29"	"16.40"	"2"	"1"
"2096219961224965749"	"False"	"High"	"None"	"P0CF74"	"Immunoglobulin lambda constant 6 OS=Homo sapiens OX=9606 GN=IGLC6 PE=1 SV=1"	"0.000"	"15.965"	"32"	"2"	"5"	"2"	"106"	"11.3"	"7.24"	"16.40"	"2"	"1"
"-3959572878681588940"	"False"	"High"	"IsMasterProtein"	"P17987"	"T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1"	"0.000"	"15.924"	"13"	"6"	"6"	"6"	"556"	"60.3"	"6.11"	"13.12"	"6"	"1"
"2015185769260426388"	"False"	"High"	"IsMasterProtein"	"P53396"	"ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3"	"0.000"	"15.853"	"7"	"6"	"6"	"6"	"1101"	"120.8"	"7.33"	"12.25"	"6"	"1"
"7033934706938727348"	"False"	"High"	"IsMasterProtein"	"Q9UNY4"	"Transcription termination factor 2 OS=Homo sapiens OX=9606 GN=TTF2 PE=1 SV=2"	"0.000"	"15.764"	"6"	"4"	"4"	"4"	"1162"	"129.5"	"8.37"	"12.14"	"4"	"1"
"7061431748796974756"	"False"	"High"	"None"	"P53675"	"Clathrin heavy chain 2 OS=Homo sapiens OX=9606 GN=CLTCL1 PE=1 SV=2"	"0.000"	"15.749"	"2"	"3"	"5"	"3"	"1640"	"186.9"	"5.85"	"10.46"	"3"	"1"
"6575553270224251994"	"False"	"High"	"IsMasterProtein"	"P55010"	"Eukaryotic translation initiation factor 5 OS=Homo sapiens OX=9606 GN=EIF5 PE=1 SV=2"	"0.000"	"15.732"	"14"	"5"	"5"	"5"	"431"	"49.2"	"5.58"	"10.02"	"5"	"1"
"-6585678134614880292"	"False"	"High"	"IsMasterProtein"	"Q9NTK5"	"Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2"	"0.000"	"15.690"	"10"	"3"	"3"	"3"	"396"	"44.7"	"7.81"	"8.97"	"3"	"1"
"-9088967002815659299"	"False"	"High"	"IsMasterProtein"	"P26641"	"Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3"	"0.000"	"15.664"	"12"	"5"	"5"	"5"	"437"	"50.1"	"6.67"	"14.77"	"5"	"1"
"-536665306058471520"	"False"	"High"	"IsMasterProtein"	"Q07020"	"60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2"	"0.000"	"15.660"	"26"	"4"	"4"	"4"	"188"	"21.6"	"11.72"	"12.77"	"4"	"1"
"-2009028340265945261"	"False"	"High"	"IsMasterProtein"	"Q5QJE6"	"Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2"	"0.000"	"15.615"	"10"	"5"	"5"	"5"	"756"	"84.4"	"6.16"	"9.83"	"5"	"1"
"6915758716299824080"	"False"	"High"	"IsMasterProtein"	"Q06787"	"Synaptic functional regulator FMR1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1"	"0.000"	"15.601"	"7"	"3"	"3"	"3"	"632"	"71.1"	"7.42"	"10.31"	"3"	"1"
"-3792767569238335082"	"False"	"High"	"IsMasterProtein"	"P49411"	"Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2"	"0.000"	"15.549"	"11"	"4"	"4"	"4"	"452"	"49.5"	"7.61"	"11.63"	"4"	"1"
"5761790178817742854"	"False"	"High"	"IsMasterProtein"	"Q96P70"	"Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3"	"0.000"	"15.522"	"3"	"2"	"3"	"2"	"1041"	"115.9"	"4.81"	"10.23"	"2"	"1"
"1188306556528865133"	"False"	"High"	"IsMasterProtein"	"Q15691"	"Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens OX=9606 GN=MAPRE1 PE=1 SV=3"	"0.000"	"15.509"	"27"	"4"	"5"	"4"	"268"	"30.0"	"5.14"	"11.71"	"4"	"1"
"2271404358644786379"	"False"	"High"	"IsMasterProtein"	"P46778"	"60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2"	"0.000"	"15.502"	"28"	"3"	"4"	"3"	"160"	"18.6"	"10.49"	"12.07"	"3"	"1"
"-5508094831234368243"	"False"	"High"	"None"	"Q7Z3Y7"	"Keratin, type I cytoskeletal 28 OS=Homo sapiens OX=9606 GN=KRT28 PE=1 SV=2"	"0.000"	"15.482"	"6"	"4"	"19"	"2"	"464"	"50.5"	"5.47"	"40.69"	"4"	"1"
"-8533826193911874289"	"False"	"High"	"IsMasterProtein"	"Q86VP6"	"Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2"	"0.000"	"15.431"	"5"	"4"	"4"	"4"	"1230"	"136.3"	"5.78"	"10.54"	"4"	"1"
"9133260577685858014"	"False"	"High"	"IsMasterProtein"	"O00410"	"Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4"	"0.000"	"15.350"	"5"	"4"	"4"	"4"	"1097"	"123.6"	"4.94"	"12.08"	"4"	"1"
"-7849372490440627698"	"False"	"High"	"IsMasterProtein"	"Q96P16"	"Regulation of nuclear pre-mRNA domain-containing protein 1A OS=Homo sapiens OX=9606 GN=RPRD1A PE=1 SV=1"	"0.000"	"15.347"	"14"	"2"	"2"	"2"	"312"	"35.7"	"7.55"	"8.12"	"2"	"1"
"350297391460659300"	"False"	"High"	"IsMasterProtein"	"Q96CT7"	"Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1"	"0.000"	"15.346"	"24"	"4"	"5"	"4"	"223"	"25.8"	"9.54"	"13.46"	"4"	"1"
"1619484696952214884"	"False"	"High"	"IsMasterProtein"	"P24534"	"Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3"	"0.000"	"15.338"	"16"	"3"	"3"	"3"	"225"	"24.7"	"4.67"	"8.40"	"3"	"1"
"3248682762130005719"	"False"	"High"	"IsMasterProtein"	"Q9BQ39"	"ATP-dependent RNA helicase DDX50 OS=Homo sapiens OX=9606 GN=DDX50 PE=1 SV=1"	"0.000"	"15.287"	"6"	"3"	"3"	"2"	"737"	"82.5"	"9.17"	"10.57"	"3"	"1"
"6910081975799465505"	"False"	"High"	"IsMasterProtein"	"O15042"	"U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2"	"0.000"	"15.025"	"7"	"4"	"5"	"4"	"1029"	"118.2"	"8.47"	"6.47"	"4"	"1"
"-4004494409327660908"	"False"	"High"	"None"	"P07205"	"Phosphoglycerate kinase 2 OS=Homo sapiens OX=9606 GN=PGK2 PE=1 SV=3"	"0.000"	"15.007"	"8"	"2"	"3"	"2"	"417"	"44.8"	"8.54"	"11.51"	"2"	"1"
"-6973941838255417452"	"False"	"High"	"IsMasterProtein"	"P56192"	"Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=MARS1 PE=1 SV=2"	"0.000"	"14.981"	"7"	"4"	"4"	"4"	"900"	"101.1"	"6.16"	"10.98"	"4"	"1"
"-5986352754293277242"	"False"	"High"	"IsMasterProtein"	"P61513"	"60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2"	"0.000"	"14.910"	"20"	"1"	"2"	"1"	"92"	"10.3"	"10.43"	"8.13"	"1"	"1"
"1941330484708974901"	"False"	"High"	"IsMasterProtein"	"P18621"	"60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3"	"0.000"	"14.896"	"26"	"4"	"5"	"4"	"184"	"21.4"	"10.17"	"10.85"	"4"	"1"
"-6996937188134376608"	"False"	"High"	"IsMasterProtein"	"Q16531"	"DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1"	"0.000"	"14.859"	"4"	"2"	"2"	"2"	"1140"	"126.9"	"5.26"	"8.25"	"2"	"1"
"-6091940501454683011"	"False"	"High"	"IsMasterProtein"	"Q9UNX4"	"WD repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=WDR3 PE=1 SV=1"	"0.000"	"14.837"	"9"	"4"	"4"	"4"	"943"	"106.0"	"6.64"	"10.50"	"4"	"1"
"-403676552395516645"	"False"	"High"	"IsMasterProtein"	"O00255"	"Menin OS=Homo sapiens OX=9606 GN=MEN1 PE=1 SV=4"	"0.000"	"14.831"	"6"	"3"	"3"	"3"	"615"	"68.0"	"6.55"	"10.61"	"3"	"1"
"3885122189717857711"	"False"	"High"	"IsMasterProtein"	"P47929"	"Galectin-7 OS=Homo sapiens OX=9606 GN=LGALS7 PE=1 SV=2"	"0.000"	"14.818"	"46"	"5"	"5"	"5"	"136"	"15.1"	"7.62"	"11.04"	"5"	"1"
