"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Protein Groups"
"-6507814139192882220"	"False"	"High"	"IsMasterProtein"	"Q9H6K1"	"Protein ILRUN OS=Homo sapiens OX=9606 GN=ILRUN PE=1 SV=2"	"0.000"	"16.870"	"20"	"3"	"3"	"3"	"298"	"32.9"	"4.58"	"11.21"	"3"	"1"
"4893836570063627970"	"False"	"High"	"IsMasterProtein"	"O75494"	"Serine/arginine-rich splicing factor 10 OS=Homo sapiens OX=9606 GN=SRSF10 PE=1 SV=1"	"0.000"	"16.842"	"24"	"5"	"6"	"5"	"262"	"31.3"	"11.27"	"17.02"	"5"	"1"
"-8484028389043526679"	"False"	"High"	"IsMasterProtein"	"P13010"	"X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3"	"0.000"	"16.814"	"12"	"5"	"6"	"5"	"732"	"82.7"	"5.81"	"11.04"	"5"	"1"
"-7075543726260806448"	"False"	"High"	"IsMasterProtein"	"Q9NX31"	"Oxidative stress-responsive serine-rich protein 1 OS=Homo sapiens OX=9606 GN=OSER1 PE=1 SV=2"	"0.000"	"16.691"	"21"	"4"	"4"	"4"	"292"	"31.8"	"8.48"	"12.67"	"4"	"1"
"1981774019348378929"	"False"	"High"	"IsMasterProtein"	"P0DOY2"	"Immunoglobulin lambda constant 2 OS=Homo sapiens OX=9606 GN=IGLC2 PE=1 SV=1"	"0.000"	"16.640"	"48"	"3"	"6"	"3"	"106"	"11.3"	"7.24"	"16.24"	"3"	"1"
"2615951687275424523"	"False"	"High"	"IsMasterProteinCandidate"	"P0DOY3"	"Immunoglobulin lambda constant 3 OS=Homo sapiens OX=9606 GN=IGLC3 PE=1 SV=1"	"0.000"	"16.640"	"48"	"3"	"6"	"3"	"106"	"11.3"	"7.24"	"16.24"	"3"	"1"
"-3741204735065001472"	"False"	"High"	"IsMasterProtein"	"Q8WXF1"	"Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1"	"0.000"	"16.568"	"12"	"4"	"4"	"4"	"523"	"58.7"	"6.67"	"12.18"	"4"	"1"
"1737787773374733673"	"False"	"High"	"IsMasterProtein"	"P12277"	"Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1"	"0.000"	"16.549"	"15"	"3"	"4"	"3"	"381"	"42.6"	"5.59"	"8.84"	"3"	"1"
"1000021269069197599"	"False"	"High"	"IsMasterProtein"	"Q9Y5V3"	"Melanoma-associated antigen D1 OS=Homo sapiens OX=9606 GN=MAGED1 PE=1 SV=3"	"0.000"	"16.490"	"6"	"2"	"3"	"2"	"778"	"86.1"	"5.83"	"9.60"	"2"	"1"
"-3283541064302857350"	"False"	"High"	"IsMasterProtein"	"O75533"	"Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3"	"0.000"	"16.477"	"5"	"5"	"5"	"5"	"1304"	"145.7"	"7.09"	"13.53"	"5"	"1"
"2037005348220660879"	"False"	"High"	"IsMasterProtein"	"O00151"	"PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4"	"0.000"	"16.384"	"22"	"4"	"5"	"4"	"329"	"36.0"	"7.02"	"14.60"	"4"	"1"
"-8439683798465219975"	"False"	"High"	"IsMasterProtein"	"P08621"	"U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2"	"0.000"	"16.348"	"11"	"4"	"5"	"4"	"437"	"51.5"	"9.94"	"10.42"	"4"	"1"
"8898508644132712333"	"False"	"High"	"IsMasterProtein"	"Q01130"	"Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4"	"0.000"	"16.346"	"8"	"1"	"4"	"1"	"221"	"25.5"	"11.85"	"11.82"	"1"	"1"
"8054337246450165482"	"False"	"High"	"IsMasterProtein"	"Q9H853"	"Putative tubulin-like protein alpha-4B OS=Homo sapiens OX=9606 GN=TUBA4B PE=5 SV=2"	"0.000"	"16.300"	"11"	"2"	"4"	"1"	"241"	"27.5"	"7.83"	"11.32"	"2"	"1"
"-8670958433918101160"	"False"	"High"	"IsMasterProtein"	"P26373"	"60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4"	"0.000"	"16.288"	"20"	"5"	"9"	"5"	"211"	"24.2"	"11.65"	"18.70"	"5"	"1"
"2271404358644786379"	"False"	"High"	"IsMasterProtein"	"P46778"	"60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2"	"0.000"	"16.283"	"25"	"3"	"4"	"3"	"160"	"18.6"	"10.49"	"11.19"	"3"	"1"
"4636491781207187808"	"False"	"High"	"IsMasterProtein"	"P14868"	"Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2"	"0.000"	"16.214"	"13"	"5"	"5"	"5"	"501"	"57.1"	"6.55"	"10.28"	"5"	"1"
"2402053168044673171"	"False"	"High"	"IsMasterProtein"	"P06576"	"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3"	"0.000"	"16.185"	"9"	"3"	"3"	"3"	"529"	"56.5"	"5.40"	"9.47"	"3"	"1"
"-7238306351176714360"	"False"	"High"	"IsMasterProtein"	"Q14974"	"Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2"	"0.000"	"16.168"	"8"	"5"	"5"	"5"	"876"	"97.1"	"4.78"	"11.26"	"5"	"1"
"5483854635859464991"	"False"	"High"	"IsMasterProtein"	"Q9UKK6"	"NTF2-related export protein 1 OS=Homo sapiens OX=9606 GN=NXT1 PE=1 SV=1"	"0.000"	"15.962"	"26"	"2"	"3"	"2"	"140"	"15.8"	"5.03"	"10.60"	"2"	"1"
"-2767928129327746769"	"False"	"High"	"IsMasterProtein"	"O14950"	"Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2"	"0.000"	"15.947"	"24"	"4"	"4"	"4"	"172"	"19.8"	"4.84"	"11.98"	"4"	"1"
"3419438547587663360"	"False"	"High"	"IsMasterProteinCandidate"	"P19105"	"Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2"	"0.000"	"15.947"	"24"	"4"	"4"	"4"	"171"	"19.8"	"4.81"	"11.98"	"4"	"1"
"4007751392279359432"	"False"	"High"	"None"	"Q562R1"	"Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2"	"0.000"	"15.675"	"6"	"2"	"9"	"0"	"376"	"42.0"	"5.59"	"8.56"	"2"	"2"
"6256395688163039861"	"False"	"High"	"IsMasterProtein"	"O75643"	"U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2"	"0.000"	"15.596"	"2"	"4"	"4"	"4"	"2136"	"244.4"	"6.06"	"10.59"	"4"	"1"
"4154359228263867930"	"False"	"High"	"IsMasterProtein"	"P46781"	"40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3"	"0.000"	"15.525"	"32"	"8"	"9"	"8"	"194"	"22.6"	"10.65"	"15.84"	"8"	"1"
"-1678118113745178476"	"False"	"High"	"IsMasterProtein"	"Q96QD9"	"UAP56-interacting factor OS=Homo sapiens OX=9606 GN=FYTTD1 PE=1 SV=3"	"0.000"	"15.458"	"18"	"4"	"4"	"4"	"318"	"35.8"	"11.78"	"10.18"	"4"	"1"
"-5532813342924820659"	"False"	"High"	"IsMasterProtein"	"Q9Y383"	"Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2"	"0.000"	"15.432"	"9"	"3"	"3"	"3"	"392"	"46.5"	"10.01"	"9.11"	"3"	"1"
"-2236702861585061595"	"False"	"High"	"None"	"P57721"	"Poly(rC)-binding protein 3 OS=Homo sapiens OX=9606 GN=PCBP3 PE=1 SV=2"	"0.000"	"15.355"	"5"	"1"	"3"	"0"	"371"	"39.4"	"8.07"	"10.68"	"1"	"2"
"6148920523022948324"	"False"	"High"	"IsMasterProtein"	"P35606"	"Coatomer subunit beta' OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2"	"0.000"	"15.228"	"7"	"4"	"4"	"4"	"906"	"102.4"	"5.27"	"9.46"	"4"	"1"
"-1419370867446709471"	"False"	"High"	"IsMasterProtein"	"P42677"	"40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3"	"0.000"	"15.070"	"30"	"3"	"5"	"2"	"84"	"9.5"	"9.45"	"10.10"	"3"	"1"
"-5428917072824426789"	"False"	"High"	"IsMasterProtein"	"Q8NDV7"	"Trinucleotide repeat-containing gene 6A protein OS=Homo sapiens OX=9606 GN=TNRC6A PE=1 SV=2"	"0.000"	"14.972"	"3"	"3"	"3"	"3"	"1962"	"210.2"	"7.01"	"9.31"	"3"	"1"
"-1633285367868477603"	"False"	"High"	"IsMasterProtein"	"P35241"	"Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1"	"0.000"	"14.952"	"7"	"4"	"5"	"1"	"583"	"68.5"	"6.37"	"8.48"	"4"	"1"
"8976168612742678464"	"False"	"High"	"IsMasterProtein"	"Q13243"	"Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1"	"0.000"	"14.936"	"14"	"3"	"3"	"2"	"272"	"31.2"	"11.59"	"8.92"	"3"	"1"
"-3757999433169180156"	"False"	"High"	"IsMasterProtein"	"Q9NTJ3"	"Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2"	"0.000"	"14.895"	"3"	"3"	"3"	"3"	"1288"	"147.1"	"6.79"	"9.25"	"3"	"1"
"4657621263098051220"	"False"	"High"	"None"	"Q14568"	"Heat shock protein HSP 90-alpha A2 OS=Homo sapiens OX=9606 GN=HSP90AA2P PE=1 SV=2"	"0.000"	"14.811"	"15"	"4"	"5"	"1"	"343"	"39.3"	"4.65"	"11.21"	"4"	"1"
"-2227436002470218796"	"False"	"High"	"IsMasterProtein"	"P05141"	"ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7"	"0.000"	"14.692"	"20"	"6"	"6"	"2"	"298"	"32.8"	"9.69"	"12.71"	"6"	"1"
"8978349436204480078"	"False"	"High"	"IsMasterProtein"	"Q13148"	"TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1"	"0.000"	"14.673"	"7"	"2"	"4"	"2"	"414"	"44.7"	"6.19"	"9.89"	"2"	"1"
"7061431748796974756"	"False"	"High"	"None"	"P53675"	"Clathrin heavy chain 2 OS=Homo sapiens OX=9606 GN=CLTCL1 PE=1 SV=2"	"0.000"	"14.670"	"2"	"3"	"4"	"3"	"1640"	"186.9"	"5.85"	"11.04"	"3"	"1"
"-3343567279109484109"	"False"	"High"	"IsMasterProtein"	"P61326"	"Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1"	"0.000"	"14.502"	"36"	"4"	"4"	"4"	"146"	"17.2"	"6.11"	"12.46"	"4"	"1"
"3286629417036601202"	"False"	"High"	"IsMasterProteinCandidate"	"Q96A72"	"Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1"	"0.000"	"14.502"	"36"	"4"	"4"	"4"	"148"	"17.3"	"6.39"	"12.46"	"4"	"1"
"-1511702505276588775"	"False"	"High"	"IsMasterProtein"	"Q12931"	"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3"	"0.000"	"14.376"	"6"	"3"	"3"	"3"	"704"	"80.1"	"8.21"	"9.20"	"3"	"1"
"-3805101018351418994"	"False"	"High"	"None"	"A6NNZ2"	"Tubulin beta 8B OS=Homo sapiens OX=9606 GN=TUBB8B PE=1 SV=1"	"0.000"	"14.353"	"5"	"4"	"8"	"0"	"444"	"49.5"	"4.86"	"16.55"	"4"	"4"
"-5491649820020093575"	"False"	"High"	"None"	"Q9H4B7"	"Tubulin beta-1 chain OS=Homo sapiens OX=9606 GN=TUBB1 PE=1 SV=1"	"0.000"	"14.353"	"5"	"4"	"8"	"0"	"451"	"50.3"	"5.17"	"16.55"	"4"	"4"
"6978617919950458725"	"False"	"High"	"IsMasterProtein"	"O43592"	"Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2"	"0.000"	"14.344"	"9"	"5"	"5"	"5"	"962"	"109.9"	"5.39"	"8.54"	"5"	"1"
"5362975432766664229"	"False"	"High"	"IsMasterProteinRejected"	"P13646"	"Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4"	"0.000"	"14.297"	"7"	"4"	"6"	"0"	"458"	"49.6"	"4.96"	"13.01"	"4"	"0"
"5211801014996619812"	"False"	"High"	"IsMasterProtein"	"O43143"	"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2"	"0.000"	"14.211"	"6"	"4"	"4"	"4"	"795"	"90.9"	"7.46"	"11.61"	"4"	"1"
"-7088025864314276117"	"False"	"High"	"IsMasterProtein"	"O95793"	"Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2"	"0.000"	"14.204"	"9"	"4"	"4"	"4"	"577"	"63.1"	"9.44"	"7.45"	"4"	"1"
"-7382790352375516909"	"False"	"High"	"IsMasterProtein"	"Q15393"	"Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4"	"0.000"	"14.092"	"5"	"5"	"5"	"5"	"1217"	"135.5"	"5.26"	"8.97"	"5"	"1"
"8924414405991965446"	"False"	"High"	"IsMasterProtein"	"P98179"	"RNA-binding protein 3 OS=Homo sapiens OX=9606 GN=RBM3 PE=1 SV=1"	"0.000"	"14.043"	"32"	"2"	"4"	"2"	"157"	"17.2"	"8.91"	"7.25"	"2"	"1"
"-5279818007546203506"	"False"	"High"	"IsMasterProtein"	"Q4VCS5"	"Angiomotin OS=Homo sapiens OX=9606 GN=AMOT PE=1 SV=1"	"0.000"	"14.012"	"6"	"4"	"5"	"4"	"1084"	"118.0"	"7.64"	"12.71"	"4"	"1"
"-8265724560765906942"	"False"	"High"	"IsMasterProtein"	"Q9BVP2"	"Guanine nucleotide-binding protein-like 3 OS=Homo sapiens OX=9606 GN=GNL3 PE=1 SV=2"	"0.000"	"13.798"	"18"	"7"	"7"	"7"	"549"	"62.0"	"9.16"	"10.98"	"7"	"1"
"6184092773991491015"	"False"	"High"	"IsMasterProtein"	"P39748"	"Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1"	"0.000"	"13.724"	"11"	"4"	"4"	"4"	"380"	"42.6"	"8.62"	"8.68"	"4"	"1"
"-4572766235015133310"	"False"	"High"	"IsMasterProtein"	"P42771"	"Cyclin-dependent kinase inhibitor 2A OS=Homo sapiens OX=9606 GN=CDKN2A PE=1 SV=2"	"0.000"	"13.693"	"19"	"2"	"3"	"2"	"156"	"16.5"	"5.81"	"9.55"	"2"	"1"
"-7057642348640183550"	"False"	"High"	"IsMasterProtein"	"P02768"	"Serum albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2"	"0.000"	"13.625"	"4"	"3"	"5"	"3"	"609"	"69.3"	"6.28"	"8.09"	"3"	"1"
"3035595102958398127"	"False"	"High"	"IsMasterProtein"	"P46777"	"60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3"	"0.000"	"13.619"	"16"	"4"	"5"	"4"	"297"	"34.3"	"9.72"	"11.87"	"4"	"1"
"-3724772415600982655"	"False"	"High"	"IsMasterProtein"	"P01024"	"Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2"	"0.000"	"13.577"	"3"	"2"	"5"	"2"	"1663"	"187.0"	"6.40"	"8.72"	"2"	"1"
"4612201996851868206"	"False"	"High"	"IsMasterProtein"	"O60281"	"Zinc finger protein 292 OS=Homo sapiens OX=9606 GN=ZNF292 PE=1 SV=3"	"0.000"	"13.555"	"2"	"3"	"3"	"3"	"2723"	"304.6"	"7.39"	"6.14"	"3"	"1"
"-6441918618070782743"	"False"	"High"	"IsMasterProtein"	"P51610"	"Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2"	"0.000"	"13.511"	"2"	"3"	"3"	"3"	"2035"	"208.6"	"7.46"	"8.69"	"3"	"1"
"-6735907081845110604"	"False"	"High"	"IsMasterProtein"	"Q9Y2L1"	"Exosome complex exonuclease RRP44 OS=Homo sapiens OX=9606 GN=DIS3 PE=1 SV=2"	"0.000"	"13.445"	"5"	"4"	"5"	"4"	"958"	"108.9"	"7.14"	"10.72"	"4"	"1"
"-1088137077242897803"	"False"	"High"	"IsMasterProtein"	"P51659"	"Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3"	"0.000"	"13.361"	"8"	"3"	"3"	"3"	"736"	"79.6"	"8.84"	"9.33"	"3"	"1"
"-8012908085941337264"	"False"	"High"	"IsMasterProtein"	"Q99832"	"T-complex protein 1 subunit eta OS=Homo sapiens OX=9606 GN=CCT7 PE=1 SV=2"	"0.000"	"13.273"	"11"	"4"	"5"	"4"	"543"	"59.3"	"7.65"	"13.57"	"4"	"1"
"1535897714363242613"	"False"	"High"	"IsMasterProtein"	"Q15019"	"Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1"	"0.000"	"13.208"	"10"	"3"	"3"	"3"	"361"	"41.5"	"6.60"	"6.77"	"3"	"1"
"-4574090656214792903"	"False"	"High"	"IsMasterProtein"	"Q13765"	"Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1"	"0.000"	"13.189"	"13"	"2"	"2"	"2"	"215"	"23.4"	"4.56"	"8.66"	"2"	"1"
"-1880293335037512275"	"False"	"High"	"IsMasterProteinCandidate"	"E9PAV3"	"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1"	"0.000"	"13.189"	"1"	"2"	"2"	"2"	"2078"	"205.3"	"9.58"	"8.66"	"2"	"1"
"6844923263172623256"	"False"	"High"	"IsMasterProtein"	"Q9BXP5"	"Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1"	"0.000"	"13.169"	"4"	"2"	"3"	"2"	"876"	"100.6"	"5.96"	"7.24"	"2"	"1"
"-8198800325193539681"	"False"	"High"	"IsMasterProtein"	"P30050"	"60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1"	"0.000"	"13.080"	"24"	"3"	"4"	"3"	"165"	"17.8"	"9.42"	"8.68"	"3"	"1"
"-7845595134204648988"	"False"	"High"	"IsMasterProtein"	"Q8NE71"	"ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2"	"0.000"	"12.978"	"6"	"4"	"4"	"4"	"845"	"95.9"	"6.80"	"9.92"	"4"	"1"
"1477701677307109055"	"False"	"High"	"IsMasterProtein"	"P27694"	"Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2"	"0.000"	"12.973"	"5"	"2"	"2"	"2"	"616"	"68.1"	"7.21"	"8.18"	"2"	"1"
"3739343134974919134"	"False"	"High"	"IsMasterProtein"	"Q92804"	"TATA-binding protein-associated factor 2N OS=Homo sapiens OX=9606 GN=TAF15 PE=1 SV=1"	"0.000"	"12.920"	"10"	"3"	"3"	"1"	"592"	"61.8"	"8.02"	"10.53"	"3"	"1"
"-3876256361286906855"	"False"	"High"	"IsMasterProtein"	"P62269"	"40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3"	"0.000"	"12.900"	"25"	"4"	"5"	"4"	"152"	"17.7"	"10.99"	"11.05"	"4"	"1"
"-2320605404870657198"	"False"	"High"	"IsMasterProtein"	"Q8NC51"	"Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2"	"0.000"	"12.895"	"16"	"4"	"5"	"4"	"408"	"44.9"	"8.65"	"7.78"	"4"	"1"
"-1053149387799816631"	"False"	"High"	"IsMasterProteinCandidate"	"P48668"	"Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3"	"0.000"	"12.887"	"8"	"5"	"5"	"1"	"564"	"60.0"	"8.00"	"12.25"	"5"	"1"
"-3688625229951110619"	"False"	"High"	"IsMasterProtein"	"P02538"	"Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3"	"0.000"	"12.887"	"8"	"5"	"5"	"1"	"564"	"60.0"	"8.00"	"12.25"	"5"	"1"
"4859148793218568054"	"False"	"High"	"IsMasterProtein"	"P05549"	"Transcription factor AP-2-alpha OS=Homo sapiens OX=9606 GN=TFAP2A PE=1 SV=1"	"0.000"	"12.849"	"8"	"3"	"3"	"3"	"437"	"48.0"	"8.02"	"6.75"	"3"	"1"
"5817906340983341960"	"False"	"High"	"IsMasterProtein"	"P61956"	"Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3"	"0.000"	"12.773"	"27"	"2"	"3"	"2"	"95"	"10.9"	"5.50"	"9.06"	"2"	"1"
"-1760362922626917016"	"False"	"High"	"IsMasterProtein"	"Q14011"	"Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1"	"0.000"	"12.740"	"12"	"1"	"2"	"1"	"172"	"18.6"	"9.51"	"8.53"	"1"	"1"
"-408379188560540444"	"False"	"High"	"None"	"Q9Y2T7"	"Y-box-binding protein 2 OS=Homo sapiens OX=9606 GN=YBX2 PE=1 SV=2"	"0.000"	"12.711"	"9"	"3"	"4"	"0"	"364"	"38.5"	"10.80"	"5.88"	"3"	"2"
"-5986352754293277242"	"False"	"High"	"IsMasterProtein"	"P61513"	"60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2"	"0.000"	"12.678"	"20"	"1"	"2"	"1"	"92"	"10.3"	"10.43"	"7.45"	"1"	"1"
"-9033578792166200150"	"False"	"High"	"IsMasterProtein"	"Q99729"	"Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2"	"0.000"	"12.620"	"6"	"2"	"2"	"2"	"332"	"36.2"	"8.21"	"6.89"	"2"	"1"
"-4576818443980197018"	"False"	"High"	"IsMasterProtein"	"P52292"	"Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1"	"0.000"	"12.618"	"12"	"4"	"4"	"4"	"529"	"57.8"	"5.40"	"8.78"	"4"	"1"
"-2327422208095163378"	"False"	"High"	"IsMasterProteinRejected"	"P35749"	"Myosin-11 OS=Homo sapiens OX=9606 GN=MYH11 PE=1 SV=3"	"0.000"	"12.520"	"3"	"4"	"4"	"0"	"1972"	"227.2"	"5.50"	"9.83"	"4"	"0"
"-6258947584785222358"	"False"	"High"	"IsMasterProtein"	"P62906"	"60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2"	"0.000"	"12.489"	"20"	"5"	"5"	"5"	"217"	"24.8"	"9.94"	"9.55"	"5"	"1"
"-5876331061237715446"	"False"	"High"	"IsMasterProtein"	"Q14247"	"Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2"	"0.000"	"12.385"	"7"	"3"	"4"	"3"	"550"	"61.5"	"5.40"	"8.42"	"3"	"1"
"-2398790545086006217"	"False"	"High"	"IsMasterProtein"	"P45880"	"Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2"	"0.000"	"12.352"	"14"	"3"	"3"	"3"	"294"	"31.5"	"7.56"	"8.91"	"3"	"1"
"-5304133680658965036"	"False"	"High"	"IsMasterProtein"	"Q16629"	"Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1"	"0.000"	"12.285"	"21"	"4"	"4"	"4"	"238"	"27.4"	"11.82"	"11.01"	"4"	"1"
"2564632356119292656"	"False"	"High"	"IsMasterProtein"	"P04843"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1"	"0.000"	"12.255"	"8"	"4"	"4"	"4"	"607"	"68.5"	"6.38"	"10.08"	"4"	"1"
"6653265809957974706"	"False"	"High"	"IsMasterProtein"	"Q14157"	"Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2"	"0.000"	"12.162"	"4"	"3"	"3"	"3"	"1087"	"114.5"	"7.11"	"9.54"	"3"	"1"
"-7200056701513102621"	"False"	"High"	"IsMasterProtein"	"P12236"	"ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4"	"0.000"	"12.122"	"16"	"5"	"5"	"1"	"298"	"32.8"	"9.74"	"10.63"	"5"	"1"
"-5215482402611759386"	"False"	"High"	"IsMasterProtein"	"Q8N9M1"	"Uncharacterized protein C19orf47 OS=Homo sapiens OX=9606 GN=C19orf47 PE=1 SV=1"	"0.000"	"12.099"	"8"	"2"	"3"	"2"	"422"	"44.7"	"10.11"	"8.55"	"2"	"1"
"-5308082143838358470"	"False"	"High"	"IsMasterProtein"	"P42766"	"60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2"	"0.000"	"12.083"	"22"	"3"	"3"	"3"	"123"	"14.5"	"11.05"	"9.51"	"3"	"1"
"3951923410761951319"	"False"	"High"	"IsMasterProtein"	"Q9UQ80"	"Proliferation-associated protein 2G4 OS=Homo sapiens OX=9606 GN=PA2G4 PE=1 SV=3"	"0.000"	"12.052"	"12"	"4"	"4"	"4"	"394"	"43.8"	"6.55"	"10.15"	"4"	"1"
"-3690320084066520669"	"False"	"High"	"IsMasterProteinRejected"	"P04259"	"Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5"	"0.000"	"11.955"	"7"	"4"	"4"	"0"	"564"	"60.0"	"8.00"	"10.13"	"4"	"0"
"7449371538365957033"	"False"	"High"	"IsMasterProtein"	"P12270"	"Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3"	"0.000"	"11.949"	"2"	"4"	"4"	"4"	"2363"	"267.1"	"5.02"	"5.32"	"4"	"1"
"-7659482079913465578"	"False"	"High"	"None"	"P17661"	"Desmin OS=Homo sapiens OX=9606 GN=DES PE=1 SV=3"	"0.000"	"11.763"	"3"	"2"	"3"	"2"	"470"	"53.5"	"5.27"	"9.59"	"2"	"1"
